Freq.	V(vo)
1.38038426460287e+005	(-7.70175095301107e-002dB,6.66648343438417e-003°)
1.41253754462274e+005	(-7.70175071433859e-002dB,6.51473573550217e-003°)
1.44543977074591e+005	(-7.70175048640788e-002dB,6.36644225056625e-003°)
1.47910838816819e+005	(-7.70175026873580e-002dB,6.22152432931676e-003°)
1.51356124843619e+005	(-7.70175006086107e-002dB,6.07990513825076e-003°)
1.54881661891247e+005	(-7.70174986234172e-002dB,5.94150960440271e-003°)
1.58489319246110e+005	(-7.70174967275752e-002dB,5.80626434474233e-003°)
1.62181009735891e+005	(-7.70174949170620e-002dB,5.67409763006671e-003°)
1.65958690743754e+005	(-7.70174931880294e-002dB,5.54493939525263e-003°)
1.69824365246173e+005	(-7.70174915368195e-002dB,5.41872116126854e-003°)
1.73780082874936e+005	(-7.70174899599209e-002dB,5.29537603108727e-003°)
1.77827941003890e+005	(-7.70174884540014e-002dB,5.17483854110114e-003°)
1.81970085860996e+005	(-7.70174870158572e-002dB,5.05704482970187e-003°)
1.86208713666285e+005	(-7.70174856424382e-002dB,4.94193243747463e-003°)
1.90546071796323e+005	(-7.70174843308392e-002dB,4.82944032764172e-003°)
1.94984459975802e+005	(-7.70174830782651e-002dB,4.71950885444101e-003°)
1.99526231496886e+005	(-7.70174818820686e-002dB,4.61207968638975e-003°)
2.04173794466951e+005	(-7.70174807397113e-002dB,4.50709595317329e-003°)
2.08929613085402e+005	(-7.70174796487659e-002dB,4.40450193932545e-003°)
2.13796208950221e+005	(-7.70174786069235e-002dB,4.30424323613271e-003°)
2.18776162394953e+005	(-7.70174776119727e-002dB,4.20626669241086e-003°)
2.23872113856832e+005	(-7.70174766617975e-002dB,4.11052038473284e-003°)
2.29086765276775e+005	(-7.70174757543917e-002dB,4.01695350202783e-003°)
2.34422881531990e+005	(-7.70174748878211e-002dB,3.92551648680588e-003°)
2.39883291901946e+005	(-7.70174740602577e-002dB,3.83616080592618e-003°)
2.45470891568500e+005	(-7.70174732699404e-002dB,3.74883913957937e-003°)
2.51188643150955e+005	(-7.70174725151900e-002dB,3.66350515152091e-003°)
2.57039578276884e+005	(-7.70174717944099e-002dB,3.58011358976395e-003°)
2.63026799189535e+005	(-7.70174711060679e-002dB,3.49862026462073e-003°)
2.69153480392689e+005	(-7.70174704487112e-002dB,3.41898193960494e-003°)
2.75422870333814e+005	(-7.70174698209351e-002dB,3.34115643223993e-003°)
2.81838293126442e+005	(-7.70174692214223e-002dB,3.26510238822182e-003°)
2.88403150312657e+005	(-7.70174686488864e-002dB,3.19077961087951e-003°)
2.95120922666635e+005	(-7.70174681021173e-002dB,3.11814858338324e-003°)
3.01995172040198e+005	(-7.70174675799590e-002dB,3.04717086311789e-003°)
3.09029543251356e+005	(-7.70174670813025e-002dB,2.97780873579544e-003°)
3.16227766016834e+005	(-7.70174666050854e-002dB,2.91002556324171e-003°)
3.23593656929625e+005	(-7.70174661503093e-002dB,2.84378528533732e-003°)
3.31131121482587e+005	(-7.70174657159966e-002dB,2.77905282792940e-003°)
3.38844156139199e+005	(-7.70174653012308e-002dB,2.71579388884854e-003°)
3.46736850452528e+005	(-7.70174649051362e-002dB,2.65397484884405e-003°)
3.54813389233571e+005	(-7.70174645268616e-002dB,2.59356300318728e-003°)
3.63078054770097e+005	(-7.70174641656139e-002dB,2.53452631647589e-003°)
